frequency,L1,H1,H1_smoothed
1697.75,1.9736782359593482e-23,2.3254522973333045e-23,3.466903735793655e-23
1698.0,1.5799902531827124e-23,2.0915421384772598e-23,3.4673934392445626e-23
1698.25,1.6636632878834723e-23,2.0045652667743777e-23,3.4678831456340944e-23
1698.5,2.4367301426033178e-23,2.0763234743822868e-23,3.468372854961005e-23
1698.75,1.4344378753383606e-23,1.997173649865684e-23,3.4688625672240513e-23
1699.0,1.910599350078657e-23,2.2550448439109015e-23,3.4693522824219884e-23
1699.25,2.2386802276586342e-23,2.0305807984414653e-23,3.469842000553574e-23
1699.5,2.2324847553172694e-23,2.3788909085963493e-23,3.470331721617567e-23
1699.75,2.6310079019784288e-23,1.8282109030005127e-23,3.470821445612725e-23
1700.0,2.4076588407571513e-23,1.477551755260606e-23,3.471311172537807e-23
1700.25,2.452818913370598e-23,1.6187777228477488e-23,3.471800902391575e-23
1700.5,1.854400596050542e-23,1.9383383833893938e-23,3.472290635172788e-23
1700.75,2.1504227590511845e-23,2.4912409224775595e-23,3.472780370880209e-23
1701.0,1.8534697353343218e-23,2.054195260824508e-23,3.4732701095125974e-23
1701.25,1.8419159943967455e-23,1.7197704040616586e-23,3.4737598510687184e-23
1701.5,1.9458547144342277e-23,2.4771584859476144e-23,3.474249595547336e-23
1701.75,2.26728108109995e-23,2.574982457112846e-23,3.474739342947212e-23
1702.0,1.847604146567594e-23,2.397667738698444e-23,3.475229093267113e-23
1702.25,2.2513146161131038e-23,2.122756999370862e-23,3.4757188465058046e-23
1702.5,2.057290818558303e-23,1.8914525882786393e-23,3.4762086026620515e-23
1702.75,2.1546338221805956e-23,1.744427260004302e-23,3.4766983617346223e-23
1703.0,1.6177460112786302e-23,1.8370441020300753e-23,3.4771881237222845e-23
1703.25,1.7814328016864618e-23,1.8628072181475804e-23,3.477677888623806e-23
1703.5,2.3668375138125876e-23,1.553100288859424e-23,3.478167656437956e-23
1703.75,2.3395965850142326e-23,1.90173858064665e-23,3.478657427163504e-23
1704.0,2.0963290809551486e-23,1.9694126498185205e-23,3.47914720079922e-23
1704.25,2.0021579983944672e-23,2.1819784480943162e-23,3.4796369773438764e-23
1704.5,1.5200181805568905e-23,2.239572039166145e-23,3.480126756796243e-23
1704.75,1.7827252151623995e-23,1.55126966617508e-23,3.4806165391550944e-23
1705.0,2.6229547846581975e-23,1.623367591504069e-23,3.481106324419202e-23
1705.25,2.5931345237335953e-23,2.217825384941523e-23,3.4815961125873406e-23
1705.5,2.316886819224736e-23,2.1161631906481825e-23,3.4820859036582847e-23
1705.75,1.850902360251485e-23,2.2812215307748402e-23,3.482575697630809e-23
1706.0,1.7426238124420744e-23,2.1082560246165126e-23,3.4830654945036894e-23
1706.25,2.0093670227028794e-23,1.8143551455025505e-23,3.4835552942757026e-23
1706.5,2.6522018654108085e-23,1.5827907815305768e-23,3.4840450969456256e-23
1706.75,2.4585853000485286e-23,1.0344868810009839e-23,3.484534902512237e-23
1707.0,1.7529666412042542e-23,1.790092780135573e-23,3.485024710974315e-23
1707.25,1.4695216118355608e-23,2.0747473873758e-23,3.4855145223306376e-23
1707.5,1.6351268319854177e-23,1.9968318163431292e-23,3.486004336579987e-23
1707.75,1.689343222002806e-23,2.0322421957477676e-23,3.486494153721143e-23
1708.0,1.0656537478978086e-23,1.6394795196719337e-23,3.486983973752886e-23
1708.25,1.8485244631293813e-23,1.5882236859476145e-23,3.487473796673998e-23
1708.5,2.2460581789639667e-23,1.4280037712128988e-23,3.487963622483263e-23
1708.75,1.7545541529307663e-23,1.9290019977306916e-23,3.488453451179464e-23
1709.0,1.4377457877134744e-23,2.38425522872136e-23,3.4889432827613833e-23
1709.25,1.7735873691015354e-23,2.7207223935724307e-23,3.489433117227807e-23
1709.5,1.680633691080749e-23,2.6997215829673376e-23,3.4899229545775214e-23
1709.75,1.6942337246791954e-23,2.5509040920040982e-23,3.49041279480931e-23
1710.0,1.9589509901454843e-23,1.925867335236218e-23,3.490902637921962e-23
1710.25,1.506470588096758e-23,1.9271555590889926e-23,3.4913924839142636e-23
1710.5,1.5786542840352866e-23,2.022189287642877e-23,3.4918823327850026e-23
1710.75,1.9604313782654548e-23,1.6583205153942363e-23,3.4923721845329685e-23
1711.0,1.9343501702586117e-23,1.5101997439232525e-23,3.49286203915695e-23
1711.25,2.1194099624590983e-23,1.8985669345263642e-23,3.493351896655737e-23
1711.5,2.3003707971214516e-23,1.6398956432268078e-23,3.4938417570281216e-23
1711.75,1.9418239280798293e-23,2.2647941132816562e-23,3.4943316202728936e-23
1712.0,2.3877773256378434e-23,2.3619680917694046e-23,3.494821486388845e-23
1712.25,2.3770595406968242e-23,1.9249566038031927e-23,3.495311355374771e-23
1712.5,1.9112584367664638e-23,1.9209548468129832e-23,3.4958012272294627e-23
1712.75,2.3208124026514597e-23,1.6985590471461364e-23,3.4962911019517145e-23
1713.0,1.5501418336370462e-23,1.8425380331328317e-23,3.4967809795403224e-23
1713.25,1.9277290144354956e-23,1.975516282022627e-23,3.4972708599940796e-23
1713.5,2.1517893618712775e-23,2.0565827453939002e-23,3.497760743311784e-23
1713.75,1.846451520318935e-23,1.8611557670459658e-23,3.4982506294922325e-23
1714.0,1.4898386420575332e-23,1.9506001622927248e-23,3.4987405185342213e-23
1714.25,1.8195645296584462e-23,1.7715662914569818e-23,3.4992304104365494e-23
1714.5,1.913327649185803e-23,1.716356177337706e-23,3.499720305198014e-23
1714.75,1.4682760487882276e-23,1.9882235501527178e-23,3.500210202817418e-23
1715.0,1.3801882948760942e-23,2.1319669004135965e-23,3.5007001032935583e-23
1715.25,1.8203710449904656e-23,1.9031398603102345e-23,3.501190006625236e-23
1715.5,1.69676488028054e-23,1.4343433973943378e-23,3.5016799128112536e-23
1715.75,1.5329659990242384e-23,1.4836110469264397e-23,3.502169821850413e-23
1716.0,1.3356714160955558e-23,1.4552589566316115e-23,3.5026597337415167e-23
1716.25,1.3684140978614458e-23,1.4951639167184833e-23,3.503149648483368e-23
1716.5,1.5781959366070482e-23,1.8312846017738788e-23,3.50363956607477e-23
1716.75,1.8681700033922569e-23,1.3920409127026212e-23,3.5041294865145306e-23
1717.0,1.8809343588385256e-23,1.6896724413685614e-23,3.504619409801452e-23
1717.25,2.207436191092048e-23,1.7890428783091663e-23,3.505109335934341e-23
1717.5,1.8217520307906158e-23,1.338185383499865e-23,3.5055992649120055e-23
1717.75,1.4918309276580192e-23,1.6145797620318127e-23,3.506089196733252e-23
1718.0,1.4446227334512217e-23,1.8824119867203045e-23,3.5065791313968876e-23
1718.25,2.4286899125367032e-23,1.6593911483116485e-23,3.5070690689017226e-23
1718.5,2.394648790739074e-23,1.5956165008634003e-23,3.507559009246566e-23
1718.75,2.1326513273743026e-23,1.7629002443669392e-23,3.508048952430228e-23
1719.0,1.4580191878219183e-23,1.906704121484167e-23,3.5085388984515177e-23
1719.25,1.8491726585404874e-23,1.7729179651064368e-23,3.5090288473092484e-23
1719.5,2.1142865810357695e-23,1.5368965894503467e-23,3.5095187990022314e-23
1719.75,1.8429214467937908e-23,1.5228543477866677e-23,3.5100087535292785e-23
1720.0,1.4396873972261645e-23,1.525748208059625e-23,3.5104987108892034e-23
1720.25,1.8235100622179497e-23,1.757539757356319e-23,3.510988671080822e-23
1720.5,1.749477343205984e-23,1.9797699804170228e-23,3.511478634102946e-23
1720.75,1.9164289070348873e-23,2.5518463926442595e-23,3.511968599954392e-23
1721.0,1.8273441307889093e-23,1.697473296006545e-23,3.512458568633976e-23
1721.25,1.626486449730957e-23,1.5710386577374414e-23,3.512948540140515e-23
1721.5,1.2484946689775285e-23,1.327778355060162e-23,3.513438514472825e-23
1721.75,1.3131712497257692e-23,1.1310024425017362e-23,3.513928491629724e-23
1722.0,1.4395182476141223e-23,1.7685037952455956e-23,3.5144184716100324e-23
1722.25,2.0682058331267927e-23,1.8996878438675985e-23,3.514908454412568e-23
1722.5,1.739873312184553e-23,1.4613837775140187e-23,3.51539844003615e-23
1722.75,1.5815526968138737e-23,1.1299115315427954e-23,3.5158884284795995e-23
1723.0,1.5912126731764612e-23,1.1871668296526055e-23,3.5163784197417384e-23
1723.25,1.696745852325627e-23,1.6026428553700818e-23,3.516868413821387e-23
1723.5,1.470552622024595e-23,1.6936273410958913e-23,3.5173584107173686e-23
1723.75,1.633149082156124e-23,1.8798639936078346e-23,3.5178484104285066e-23
1724.0,1.9723407818080814e-23,1.768469172388232e-23,3.5183384129536246e-23
1724.25,1.981129965599038e-23,1.5652125420252528e-23,3.518828418291546e-23
1724.5,1.859635175899764e-23,1.809910941254889e-23,3.519318426441097e-23
1724.75,1.404057557816256e-23,2.348794539604095e-23,3.5198084374011036e-23
1725.0,1.8389678552340446e-23,1.8212627350522998e-23,3.520298451170391e-23
1725.25,1.617090596366989e-23,1.4939797055550766e-23,3.5207884677477853e-23
1725.5,1.3731930939589202e-23,1.787506471031034e-23,3.5212784871321166e-23
1725.75,1.3139074962566394e-23,1.648044090901754e-23,3.521768509322212e-23
1726.0,1.0731050760013688e-23,1.2848465920377321e-23,3.5222585343169e-23
1726.25,1.0929185754875332e-23,1.7852484560495366e-23,3.5227485621150105e-23
1726.5,1.5958086302567808e-23,1.9291264856351328e-23,3.523238592715374e-23
1726.75,1.6257183476149923e-23,1.7073307526826058e-23,3.523728626116821e-23
1727.0,1.5277576736501488e-23,1.586426797431364e-23,3.524218662318183e-23
1727.25,1.4759379351532847e-23,1.969846988691101e-23,3.5247087013182916e-23
1727.5,1.305634108509005e-23,1.7231278235577315e-23,3.525198743115981e-23
1727.75,1.8313822712283866e-23,1.6045061782740774e-23,3.5256887877100836e-23
1728.0,1.7641480452024773e-23,1.7038644135026104e-23,3.526178835099433e-23
1728.25,1.475126763047867e-23,1.4515494413988843e-23,3.526668885282865e-23
1728.5,1.4762438663599472e-23,1.2652624338807319e-23,3.527158938259215e-23
1728.75,1.6828673998046916e-23,1.7579907774360684e-23,3.527648994027318e-23
1729.0,1.74918169850469e-23,1.8325301000829207e-23,3.528139052586011e-23
1729.25,1.6410208216210607e-23,1.5598363308207526e-23,3.528629113934132e-23
1729.5,1.7209110841033555e-23,2.1082755617307332e-23,3.5291191780705175e-23
1729.75,1.7751774510475115e-23,1.945074548240378e-23,3.529609244994006e-23
1730.0,1.4604337904046316e-23,1.444284984392532e-23,3.530099314703439e-23
1730.25,1.1875380777174889e-23,1.2881016124962515e-23,3.5305893871976547e-23
1730.5,1.386841325125877e-23,1.718178775490567e-23,3.531079462475493e-23
1730.75,1.1249211662969717e-23,1.5763004407504698e-23,3.5315695405357954e-23
1731.0,1.5628623926572125e-23,1.370693038916428e-23,3.5320596213774047e-23
1731.25,2.032066533646629e-23,1.820633689043999e-23,3.532549704999162e-23
1731.5,1.6383415303540445e-23,1.665731659466946e-23,3.5330397913999104e-23
1731.75,1.3769671334217904e-23,1.3888696519271117e-23,3.533529880578494e-23
1732.0,1.2240108641928999e-23,9.691323028249537e-24,3.5340199725337577e-23
1732.25,1.1655091384876709e-23,1.3518359501013437e-23,3.534510067264545e-23
1732.5,1.2124615080949739e-23,1.5816195691163447e-23,3.535000164769702e-23
1732.75,1.387241059437304e-23,1.7757389925713105e-23,3.535490265048075e-23
1733.0,1.4436717689491137e-23,1.5023962973221662e-23,3.535980368098511e-23
1733.25,1.1837172412432524e-23,1.1931802689819858e-23,3.536470473919857e-23
1733.5,1.3107940136161876e-23,1.1299171190131997e-23,3.536960582510961e-23
1733.75,1.5800766159755177e-23,9.81207198142647e-24,3.537450693870672e-23
1734.0,1.639708657957628e-23,1.2241106103109754e-23,3.53794080799784e-23
1734.25,1.2560522536034734e-23,1.5617648325199578e-23,3.5384309248913135e-23
1734.5,1.3545855932181744e-23,1.7412279667343717e-23,3.538921044549944e-23
1734.75,1.5107600048340692e-23,1.769087776964921e-23,3.539411166972583e-23
1735.0,1.3715796256040384e-23,1.3369713208851375e-23,3.539901292158082e-23
1735.25,1.5778504569374274e-23,1.0419797317296243e-23,3.5403914201052927e-23
1735.5,1.5489074890380188e-23,9.470848421262837e-24,3.54088155081307e-23
1735.75,1.6259371148039428e-23,1.1315943560018452e-23,3.541371684280265e-23
1736.0,1.3352191067293542e-23,1.352180259538037e-23,3.5418618205057344e-23
1736.25,1.4603103292707644e-23,1.1231232827597494e-23,3.5423519594883334e-23
1736.5,1.4100654666266382e-23,1.1202124813006609e-23,3.542842101226916e-23
1736.75,1.5543743416537305e-23,1.7626427059546898e-23,3.5433322457203393e-23
1737.0,1.3631801611663417e-23,1.7356961303865425e-23,3.5438223929674594e-23
1737.25,1.418755822990362e-23,1.1518625827397779e-23,3.5443125429671347e-23
1737.5,1.3757369337798252e-23,1.2283705407859503e-23,3.544802695718223e-23
1737.75,1.656524233250219e-23,1.286004385215489e-23,3.5452928512195835e-23
1738.0,1.7903305267037448e-23,1.3681492816946588e-23,3.545783009470075e-23
1738.25,1.8116141778139174e-23,1.596648879833404e-23,3.546273170468558e-23
1738.5,1.430699090024593e-23,1.2755263397526974e-23,3.5467633342138923e-23
1738.75,1.4076451013863574e-23,8.957579601411116e-24,3.54725350070494e-23
1739.0,1.3356013750806876e-23,9.505646709138462e-24,3.547743669940562e-23
1739.25,1.601135005911868e-23,1.0446311201438529e-23,3.548233841919622e-23
1739.5,1.6097047442510735e-23,1.4348856278828852e-23,3.5487240166409827e-23
1739.75,1.4698184362062152e-23,1.0920643819955547e-23,3.5492141941035074e-23
1740.0,1.4116198686338042e-23,1.4270627404120445e-23,3.549704374306061e-23
1740.25,1.286080772365073e-23,1.490224812634163e-23,3.5501945572475086e-23
1740.5,1.5448405088490217e-23,1.8200002057207067e-23,3.5506847429267153e-23
1740.75,1.3448361237825415e-23,1.6065806206282297e-23,3.551174931342547e-23
1741.0,1.3417015680814663e-23,1.4987087032743422e-23,3.5516651224938714e-23
1741.25,1.516084581841407e-23,1.6039452946653982e-23,3.5521553163795556e-23
1741.5,1.7809314755653342e-23,1.5512234663527003e-23,3.552645512998467e-23
1741.75,1.4681789349923506e-23,1.2750338122934549e-23,3.553135712349475e-23
1742.0,1.5276062676511966e-23,1.1710249770963758e-23,3.55362591443145e-23
1742.25,1.5306844702945453e-23,1.3488652650866228e-23,3.5541161192432604e-23
1742.5,1.449381223647428e-23,1.7007761187108372e-23,3.554606326783777e-23
1742.75,1.777589549118523e-23,1.6977704715240612e-23,3.5550965370518714e-23
1743.0,1.3120665405627264e-23,1.186278133368669e-23,3.555586750046415e-23
1743.25,1.0926894887290168e-23,1.0195469350900245e-23,3.55607696576628e-23
1743.5,1.1838432813780444e-23,1.1265329426860977e-23,3.5565671842103404e-23
1743.75,1.2814378598937502e-23,1.1493745439338794e-23,3.557057405377469e-23
1744.0,1.2112453031136468e-23,1.3361042455479633e-23,3.55754762926654e-23
1744.25,1.2306270128326534e-23,1.3732512716496466e-23,3.5580378558764285e-23
1744.5,1.3849795753121116e-23,1.0445244844607082e-23,3.55852808520601e-23
1744.75,1.3102641532677077e-23,1.0112437470722303e-23,3.559018317254161e-23
1745.0,1.2259341658056778e-23,1.04548084704158e-23,3.559508552019757e-23
1745.25,1.3169185113471514e-23,1.2431899675750772e-23,3.5599987895016763e-23
1745.5,1.2509812527750305e-23,1.316559811767361e-23,3.5604890296987976e-23
1745.75,9.73476596127648e-24,1.5641423638949138e-23,3.560979272609997e-23
1746.0,1.1002725977900303e-23,1.529802247538535e-23,3.561469518234156e-23
1746.25,1.3924256451484258e-23,1.3570883216304866e-23,3.561959766570154e-23
1746.5,1.7254627942766724e-23,1.1743335515098476e-23,3.562450017616869e-23
1746.75,1.2817628537736325e-23,9.519738725785167e-24,3.562940271373185e-23
1747.0,9.890084384904135e-24,1.0407946859490174e-23,3.563430527837983e-23
1747.25,9.802584868155036e-24,1.3368427507969784e-23,3.5639207870101434e-23
1747.5,1.0145777309969691e-23,1.357837283199677e-23,3.5644110488885515e-23
1747.75,1.2722470733214847e-23,1.4414925641747832e-23,3.5649013134720877e-23
1748.0,1.1167683347652593e-23,1.0045513649927329e-23,3.565391580759639e-23
1748.25,1.204562235403942e-23,8.268082538019162e-24,3.565881850750089e-23
1748.5,1.3509719379934377e-23,1.0143259945535916e-23,3.566372123442322e-23
1748.75,1.1046696759828031e-23,8.922380925746024e-24,3.566862398835225e-23
1749.0,1.3258124578609037e-23,1.161914824046591e-23,3.567352676927684e-23
1749.25,1.4413006218386595e-23,1.2293765260983316e-23,3.5678429577185854e-23
1749.5,1.3841486267361553e-23,1.134142378964454e-23,3.5683332412068184e-23
1749.75,1.2857673449705015e-23,1.3515755722803317e-23,3.56882352739127e-23
1750.0,1.0365187678326756e-23,1.3587290973340943e-23,3.5693138162708297e-23
1750.25,1.415608069471646e-23,1.15732106299566e-23,3.5698041078443874e-23
1750.5,1.5442745165816803e-23,8.518818289047379e-24,3.570294402110831e-23
1750.75,1.2306301828913247e-23,1.0689938210194597e-23,3.5707846990690544e-23
1751.0,1.180775318094353e-23,1.2575510186876511e-23,3.5712749987179456e-23
1751.25,1.078943816506239e-23,1.4594676201241754e-23,3.5717653010563996e-23
1751.5,1.1192726261676676e-23,1.1705976173364619e-23,3.572255606083307e-23
1751.75,1.1233556841541421e-23,1.0951928276686484e-23,3.572745913797561e-23
1752.0,1.0536900361608486e-23,1.2732173007816318e-23,3.573236224198056e-23
1752.25,1.07283512347149e-23,1.3106555906414356e-23,3.5737265372836857e-23
1752.5,1.055715631580453e-23,1.0388741201705219e-23,3.574216853053345e-23
1752.75,1.1232486635244591e-23,1.1468715728175753e-23,3.5747071715059307e-23
1753.0,1.2934475800086017e-23,1.4444219300667026e-23,3.5751974926403366e-23
1753.25,1.2284389853688903e-23,1.3909738082936793e-23,3.575687816455461e-23
1753.5,1.2002433687513546e-23,1.0450463840815841e-23,3.576178142950201e-23
1753.75,1.2795413565452982e-23,1.060716622573381e-23,3.576668472123454e-23
1754.0,1.2994536179397387e-23,8.79626969238978e-24,3.577158803974119e-23
1754.25,1.1528501811725458e-23,7.66482865545969e-24,3.5776491385010956e-23
1754.5,1.0048495086472886e-23,1.0194891866761363e-23,3.578139475703282e-23
1754.75,1.0619595230580121e-23,1.253019516675636e-23,3.57862981557958e-23
1755.0,1.322493611398345e-23,1.4933870885189848e-23,3.5791201581288887e-23
1755.25,1.1444508988234164e-23,1.0116881317782281e-23,3.5796105033501113e-23
1755.5,8.403560555521084e-24,1.130294010827038e-23,3.58010085124215e-23
1755.75,9.671273448606108e-24,1.0522168437591904e-23,3.5805912018039055e-23
1756.0,9.582676682290059e-24,9.03850585708691e-24,3.5810815550342825e-23
1756.25,6.5565164721053244e-24,1.1617439330522714e-23,3.581571910932185e-23
1756.5,9.577971443773517e-24,1.1050806382338247e-23,3.582062269496517e-23
1756.75,1.0185363375035372e-23,8.267183472664216e-24,3.5825526307261837e-23
1757.0,1.3407021452011678e-23,9.021116935471656e-24,3.5830429946200906e-23
1757.25,9.542961992913462e-24,1.0028360383816745e-23,3.5835333611771445e-23
1757.5,7.52582960569656e-24,1.0629636867487909e-23,3.584023730396251e-23
1757.75,7.262880388000922e-24,9.888548168310136e-24,3.584514102276319e-23
1758.0,9.640532760858347e-24,8.300749517813324e-24,3.585004476816256e-23
1758.25,9.140351506426923e-24,9.616954526293194e-24,3.58549485401497e-23
1758.5,9.653402969423985e-24,1.0054575636534075e-23,3.58598523387137e-23
1758.75,1.1864513592086647e-23,1.0539053576308533e-23,3.586475616384367e-23
1759.0,1.109047658783204e-23,1.171408739231349e-23,3.586966001552871e-23
1759.25,1.2788517065938836e-23,1.1077344203039445e-23,3.587456389375793e-23
1759.5,9.913053335727209e-24,1.0283463419545364e-23,3.587946779852044e-23
1759.75,9.348115436390912e-24,9.568360817706684e-24,3.588437172980536e-23
1760.0,1.097038921220857e-23,1.1056777938184363e-23,3.5889275687601824e-23
1760.25,1.1795331002422936e-23,1.0550743434759514e-23,3.5894179671898964e-23
1760.5,9.788889962059824e-24,1.102112555488249e-23,3.5899083682685917e-23
1760.75,9.250607604293226e-24,1.3504341449157364e-23,3.590398771995184e-23
1761.0,7.884201942527565e-24,1.3347083683232087e-23,3.590889178368586e-23
1761.25,8.750983693233588e-24,1.0839161690843137e-23,3.5913795873877144e-23
1761.5,9.107156549612163e-24,7.228615687026122e-24,3.591869999051487e-23
1761.75,9.210934800642994e-24,1.0471342269612396e-23,3.592360413358819e-23
1762.0,8.514306804990569e-24,1.0848872093701073e-23,3.592850830308628e-23
1762.25,7.983207510645224e-24,8.762304556881784e-24,3.5933412498998324e-23
1762.5,1.0049133104095567e-23,9.127464029999513e-24,3.5938316721313504e-23
1762.75,1.3220808814808961e-23,1.1914386773984067e-23,3.594322097002102e-23
1763.0,1.371992782898148e-23,7.682901222504643e-24,3.594812524511006e-23
1763.25,1.268455421770347e-23,7.012469640161721e-24,3.5953029546569834e-23
1763.5,1.3075011331503278e-23,7.499795550096664e-24,3.5957933874389546e-23
1763.75,1.1603561154881503e-23,1.0333941821413668e-23,3.596283822855842e-23
1764.0,9.461642597977808e-24,1.2137446833226197e-23,3.596774260906566e-23
1764.25,6.307445909655672e-24,9.064976806317834e-24,3.597264701590052e-23
1764.5,9.775872123360762e-24,1.0081541882144218e-23,3.59775514490522e-23
1764.75,1.0296864622708596e-23,7.697792140765155e-24,3.5982455908509965e-23
1765.0,7.794748694450494e-24,7.69788554300994e-24,3.5987360394263045e-23
1765.25,9.172743029277026e-24,6.839103056837287e-24,3.59922649063007e-23
1765.5,7.471785341854821e-24,7.110590238737046e-24,3.599716944461218e-23
1765.75,8.41461766471197e-24,7.592532513881797e-24,3.600207400918674e-23
1766.0,8.396746517722234e-24,6.625088934604427e-24,3.600697860001366e-23
1766.25,1.0957084252674487e-23,7.335327743077636e-24,3.6011883217082215e-23
1766.5,9.701384842180041e-24,9.613077770842886e-24,3.6016787860381665e-23
1766.75,8.19482029755778e-24,1.0352391306857684e-23,3.602169252990131e-23
1767.0,8.73773872432709e-24,8.426783444610931e-24,3.6026597225630437e-23
1767.25,1.0991118170247858e-23,5.331896387986101e-24,3.603150194755835e-23
1767.5,1.0401453049341898e-23,8.441527778641274e-24,3.6036406695674336e-23
1767.75,8.989939926836971e-24,8.329915401669962e-24,3.6041311469967715e-23
1768.0,8.506007989721291e-24,9.310633579688331e-24,3.60462162704278e-23
1768.25,8.589399346280758e-24,6.4523381220612645e-24,3.60511210970439e-23
1768.5,9.641902963153582e-24,5.218813910909632e-24,3.605602594980535e-23
1768.75,9.797718497597917e-24,8.632251699382997e-24,3.606093082870148e-23
1769.0,1.0619541991769877e-23,9.4611967427944e-24,3.606583573372162e-23
1769.25,6.959120558099782e-24,8.62162227284087e-24,3.607074066485512e-23
1769.5,7.2527532659119e-24,7.29857704720472e-24,3.607564562209133e-23
1769.75,7.10588429625476e-24,7.129435531135272e-24,3.608055060541959e-23
1770.0,7.566853691197274e-24,7.751128864507311e-24,3.6085455614829285e-23
1770.25,9.799308128119046e-24,9.18566612940615e-24,3.609036065030975e-23
1770.5,7.793091740012841e-24,9.156267786313204e-24,3.6095265711850374e-23
1770.75,6.5425631013684e-24,6.393423837270079e-24,3.610017079944054e-23
1771.0,9.646214441665925e-24,9.33310317732653e-24,3.610507591306961e-23
1771.25,1.1172976728466557e-23,7.440749333714384e-24,3.6109981052726986e-23
1771.5,9.163952920828919e-24,7.669082545383564e-24,3.611488621840206e-23
1771.75,6.643693097923606e-24,7.594738909929765e-24,3.611979141008423e-23
1772.0,7.321844696471534e-24,8.651252321978576e-24,3.612469662776291e-23
1772.25,8.077896560624308e-24,1.0431909593202068e-23,3.6129601871427496e-23
1772.5,6.553193692231377e-24,7.596580627348548e-24,3.613450714106741e-23
1772.75,7.302810273052915e-24,8.532714080942172e-24,3.613941243667209e-23
1773.0,7.919032568542423e-24,1.0449346494383025e-23,3.614431775823093e-23
1773.25,8.486969246273558e-24,8.953142844761614e-24,3.61492231057334e-23
1773.5,9.510700251917821e-24,7.874428714950025e-24,3.615412847916893e-23
1773.75,8.360400077772032e-24,7.626222723111756e-24,3.6159033878526943e-23
1774.0,6.4798467914461364e-24,8.133143056873422e-24,3.6163939303796916e-23
1774.25,8.013669412610351e-24,7.868192530692442e-24,3.6168844754968295e-23
1774.5,9.913212206840123e-24,7.557569410678707e-24,3.617375023203054e-23
1774.75,6.861915011135934e-24,9.059761654075166e-24,3.617865573497312e-23
1775.0,7.19202792714288e-24,9.57813994189821e-24,3.6183561263785514e-23
1775.25,5.943033938311148e-24,6.4948995143744496e-24,3.61884668184572e-23
1775.5,6.541169366733437e-24,5.08245255591904e-24,3.619337239897766e-23
1775.75,5.794561948291573e-24,6.366484212057127e-24,3.619827800533638e-23
1776.0,7.586468461387605e-24,6.778162268260147e-24,3.620318363752287e-23
1776.25,8.153251372179692e-24,6.290956968012504e-24,3.6208089295526615e-23
1776.5,8.327112626970634e-24,6.942325374604792e-24,3.6212994979337125e-23
1776.75,7.070063137232694e-24,7.521370161938991e-24,3.621790068894393e-23
1777.0,7.643478299392093e-24,9.411752781255957e-24,3.6222806424336524e-23
1777.25,1.024052554822727e-23,8.466602136391603e-24,3.622771218550446e-23
1777.5,8.615382391400455e-24,8.490519513393164e-24,3.623261797243724e-23
1777.75,7.132058675115934e-24,7.969338666526233e-24,3.623752378512441e-23
1778.0,8.0907085943177e-24,9.253396929072082e-24,3.6242429623555517e-23
1778.25,7.271053452666322e-24,7.748625861747915e-24,3.62473354877201e-23
1778.5,6.051240320315299e-24,6.041046504370681e-24,3.625224137760772e-23
1778.75,6.019146456401439e-24,5.337451727302165e-24,3.625714729320793e-23
1779.0,7.756361444074022e-24,6.971300655968722e-24,3.6262053234510284e-23
1779.25,8.323649053173748e-24,8.785066334223503e-24,3.626695920150436e-23
1779.5,9.351339153054042e-24,7.031920980401481e-24,3.627186519417974e-23
1779.75,7.250728573848359e-24,7.128450728144783e-24,3.6276771212525994e-23
1780.0,6.764225111832188e-24,7.182194034937183e-24,3.6281677256532717e-23
1780.25,7.483977559085606e-24,6.409096795701802e-24,3.6286583326189485e-23
1780.5,6.3471441101006395e-24,5.609436046633186e-24,3.6291489421485906e-23
1780.75,7.292025234478095e-24,5.335308234574868e-24,3.6296395542411584e-23
1781.0,1.04750933038082e-23,6.654237176436852e-24,3.630130168895612e-23
1781.25,8.994482412194243e-24,7.157407764280167e-24,3.630620786110913e-23
1781.5,8.088108023296907e-24,7.374773058308465e-24,3.631111405886024e-23
1781.75,8.698778608253034e-24,6.5084120875192346e-24,3.6316020282199067e-23
1782.0,7.961744669836225e-24,6.721451960798096e-24,3.6320926531115244e-23
1782.25,7.35466343754482e-24,6.676203021587758e-24,3.6325832805598405e-23
1782.5,5.499784612838647e-24,4.882306810627162e-24,3.63307391056382e-23
1782.75,4.783467252569986e-24,6.062948528875741e-24,3.6335645431224263e-23
1783.0,3.614412760172108e-24,7.686934491839505e-24,3.6340551782346253e-23
1783.25,7.10501396891056e-24,6.2376620852389815e-24,3.634545815899383e-23
1783.5,8.110765580505322e-24,6.538766786493251e-24,3.6350364561156663e-23
1783.75,7.134663311820214e-24,5.853632344409048e-24,3.6355270988824395e-23
1784.0,6.676378887665438e-24,4.9427332057768206e-24,3.6360177441986735e-23
1784.25,6.932600409896492e-24,6.162689781726277e-24,3.636508392063334e-23
1784.5,7.074823491121193e-24,7.749292814014055e-24,3.6369990424753914e-23
1784.75,6.86015741829798e-24,8.352705411865316e-24,3.637489695433813e-23
1785.0,6.713946636574185e-24,7.194005737275366e-24,3.6379803509375686e-23
1785.25,8.667772312182683e-24,5.941196739855266e-24,3.63847100898563e-23
1785.5,7.639725297555819e-24,5.025360358591348e-24,3.6389616695769667e-23
1785.75,6.515487191823737e-24,6.93692872981077e-24,3.63945233271055e-23
